,TenBaiHat,TacGia,TheLoai,,
2624,Nhìn Những Mùa Thu Đi,Phan Đình Tùng,3,,
2625,Còn Có Bao Ngày,Thích Huyền Minh,3,,
2626,Phúc Âm Buồn,Lê Quốc Ân,3,,
2627,Vết Lăn Trầm,Lê Quốc Ân,3,,
2628,Phôi Pha,Xuân Phú,3,,
2629,Lại gần với nhau,Giang Trang,3,,
2630,Để Gió Cuốn Đi,Quang Thắng,3,,
2631,Phôi Pha,Trần Thái Hòa,3,,
2632,Thương Một Người,"Thái Hòa, Đỗ Trung Quân",3,,
2633,Hạ Trắng,Anh Khoa,3,,
2634,Huyền Thoại Mẹ,Nguyễn Phi Hùng,3,,
2635,Như Một Lời Chia Tay,Thu Đặng,3,,
2636,Nhìn những mùa thu đi,Trịnh Sơn Truyền,3,,
2637,Như Một Lời Chia Tay,Chính Duật,3,,
2638,Còn Tuổi Nào Cho Em,Ái Lê,3,,
2639,Diễm Xưa,Huyền Trân,3,,
2640,Lời Buồn Thánh,Thanh Lan,3,,
2641,Diễm Xưa,Quang Thắng,3,,
2642,Ru Đời Đi Nhé,Phạm Mai,3,,
2643,Một Cõi Đi Về,Nguyễn Tuấn,3,,
2644,Vẫn Có Em Bên Đời,Quang Julie,3,,
2645,Chiều Một Mình Qua Phố,Khánh Hà,3,,
2646,Lặng Lẽ Nơi Này,Nguyễn Hồng Nhung,3,,
2647,Gọi Tên Bốn Mùa,Thúy Hồng,3,,
2648,Đêm Thấy Ta Là Thác Đổ,Duy Quang,3,,
2649,Ru Đời Đã Mất,Hiền Thục,3,,
2650,Tình Khúc O'Bai,Thanh Thúy,3,,
2651,Biển Nhớ,Trịnh Sơn Truyền,3,,
2652,Quỳnh Hương,Thúy Hồng,3,,
2653,Tình Nhớ,Đặng Minh Thông,3,,
2654,Nghe Những Tàn Phai,Phi Khanh,3,,
2655,Lời Buồn Thánh,Phương Thanh,3,,
2656,Ở Trọ,"Phượng Hằng, Thái Hòa, Thủy Tiên (Trịnh)",3,,
2657,Ngày Nay Không Còn Bé,Trịnh Vĩnh Trinh,3,,
2658,Dấu Chân Địa Đàng,Phạm Sĩ Phú,3,,
2659,Cát Bụi,"Kim Ngọc, Thái Hòa",3,,
2660,Xin Cho Đời,Tuyết Thanh (NSƯT),3,,
2661,Trong nỗi đau tình cờ,Trịnh Sơn Truyền,3,,
2662,Tình xót xa vừa,Trịnh Sơn Truyền,3,,
2663,Níu Tay Nghìn Trùng,"Hiền Thục, Tùng Dương",3,,
2664,Còn Thấy Mặt Người (Song Ngữ),Cẩm Vân,3,,
2665,Gọi Tên Bốn Mùa,Trung Kiên (NSND),3,,
2666,Phôi Pha,Ngọc Trân,3,,
2667,Hoa Xuân Ca,Phương Nga,3,,
2668,Mùa Thu Còn Đó (Châu Kỳ),Quang Linh,3,,
2669,Để Gió Cuốn Đi,Thu Đặng,3,,
2670,Thương Một Người,Phương Thanh,3,,
2671,Tình Nhớ,Trịnh Sơn Truyền,3,,
2672,Mưa Hồng,Trịnh Sơn Truyền,3,,
2673,Bốn Mùa Thay Lá,Thủy Tiên (Trịnh),3,,
2674,Chiều Trên Quê Hương,Thủy Tiên (Trịnh),3,,
2675,Tình Xa,Phi Khanh,3,,
2676,Diễm Xưa,Kiều Lan,3,,
2677,Xin Cho Tôi,Trịnh Sơn Truyền,3,,
2678,Nắng Thủy Tinh,Lê Dung (NSND),3,,
2679,Rừng Xưa Đã Khép,Vũ Vân,3,,
2680,Sóng Về Đâu,Đặng Minh Thông,3,,
2681,Hãy Yêu Nhau Đi,Phan Đình Tùng,3,,
2682,Như cánh Vạc bay,Thúy Hồng,3,,
2683,Diễm Xưa,Ánh Nguyệt,3,,
2684,Dấu Chân Địa Đàn,Phi Phi,3,,
2685,Đời Gọi Em Biết Bao Nhiêu Lần,Phương Thanh,3,,
2686,Nghe Những Tàn Phai (Live),Mỹ Hạnh,3,,
2687,Tuổi Đá Buồn,Phi Khanh,3,,
2688,Hạ Trắng,Nguyễn Toàn,3,,
2689,Diễm Xưa,Phương Thanh,3,,
2690,Rừng Xưa Đã Khép,Phương Thanh,3,,
2691,Ướt Mi,"Đặng Minh Thông, Y Phương",3,,
2692,Đêm Thấy Ta Là Thác Đổ,Công Hiếu,3,,
2693,Tiến Thoái Lưỡng Nan,Andre X-Factor,3,,
2694,Em Còn Nhớ Hay Em Đã Quên,Trần Thái Hòa,3,,
2695,Tôi Ru Em Ngủ,Bảo Yến,3,,
2696,Ru Ta Ngậm Ngùi,"Đình Nguyên, Hương Giang",3,,
2697,Cát Bụi,Nguyệt Ca,3,,
2698,Ướt Mi,Khánh Hà,3,,
2699,Em Hãy Ngủ Đi,Phan Đình Tùng,3,,
2700,Cát Bụi Tình Xa,Thúy Hà Tú,3,,
2701,Tôi ru em ngủ,Trịnh Sơn Truyền,3,,
2702,Mỗi Ngày Tôi Chọn Một Niềm Vui,Hồ Châu Sỹ Phú,3,,
2703,Chiều một mình qua phố,Trịnh Sơn Truyền,3,,
2704,Tuổi Đá Buồn,Huyền Trân,3,,
2705,Như Hòn Bi Xanh,"Xuân Mai, Nhóm Thiếu Nhi",3,,
2706,Cát Bụi Tình Xa,Tấn Sơn,3,,
2707,Lời Thiên Thu Gọi,"Thái Hòa, Quang Minh, Jennifer Thomas",3,,
2708,Ca Dao Mẹ,Phương Thanh,3,,
2709,Dấu Chân Địa Đàng,Đình Nguyên,3,,
2710,Một Cõi Đi Về,Kim Khánh,3,,
2711,Ca Dao Mẹ,Thủy Tiên (Trịnh),3,,
2712,Lời Mẹ Ru,Nguyệt Ca,3,,
2713,Ướt Mi,Phương Thanh,3,,
2714,Chỉ Có Ta Trong Cuộc Đời,Thiên Phượng,3,,
2715,Xa Dấu Mặt Trời,Thái Hiền,3,,
2716,Đêm Thấy Ta Là Thác Đổ,Quách Thành Danh,3,,
2717,Hoa xuân ca,Giang Trang,3,,
2718,Phôi Pha,Kim Chi,3,,
2719,Vẫn Có Em Bên Đời,Trịnh Hoàng Hải,3,,
2720,Còn Tuổi Nào Cho Em,Lưu Minh Tuấn,3,,
2721,Xin Mặt Trời Ngủ Yên,Đang Cập Nhật,3,,
2722,Tình Xa,Thanh Lam (NSƯT),3,,
2723,Phúc Âm Buồn,Cẩm Vân,3,,
2724,Tình Sầu,Phi Khanh,3,,
2725,Ru Ta Ngậm Ngùi,Thanh Lam (NSƯT),3,,
2726,Ca Dao Mẹ,Giang Trang,3,,
2727,Ướt Mi,Đang Cập Nhật,3,,
2728,Để Gió Cuốn Đi,My Carol,3,,
2729,Chiều Một Mình Qua Phố,Thủy Tiên (Trịnh),3,,
2730,Trong nỗi đau tình cờ,Giang Trang,3,,
2731,Này Em Còn Nhớ,Khánh Du,3,,
2732,Quỳnh Hương,Như Mai,3,,
2733,Diễm xưa,Như Mai,3,,
2734,Đời Cho Ta Thế,Giang Trang,3,,
2735,Xin Mặt Trời Ngủ Yên,Khắc Quang,3,,
2736,Đêm Thấy Ta Là Thác Đổ,Trịnh Sơn Truyền,3,,
2737,Chiều Một Mình Qua Phố,Đoàn Phi,3,,
2738,Hạ Trắng,Thu Đặng,3,,
2739,Tình Sầu,Đình Nguyên,3,,
2740,Chỉ Còn Ta Trong Một Đời,Thái Hòa,3,,
2741,Hãy Yêu Nhau Đi,Thái Hòa,3,,
2742,Hãy Yêu Nhau Đi,"Quang Minh, Trịnh Vĩnh Trinh",3,,
2743,Dấu Chân Kỉ Niệm,Đông Đào,3,,
2744,Đóa Hoa Vô Thường,Hoàng Thiên Nga,3,,
2745,Sao Vẫn Còn Mưa Rơi,Thanh Lan,3,,
2746,Hoa Vàng Mấy Độ,Quỳnh Giao,3,,
2747,Diễm Xưa,Thanh Phương,3,,
2748,Chiều Trên Quê Hương Tôi,Thanh Ngọc,3,,
2749,Vết Lăn Trầm,Hồng Mơ,3,,
2750,Ru Em,Thanh Lan,3,,
2751,Lặng lẽ nơi này,Cẩm Vân,3,,
2752,Diễm Xưa,Anh Đào,3,,
2753,Một Cõi Đi Về,Thiên Phú,3,,
2754,Tình Sầu,Thu Đặng,3,,
2755,Lời Buồn Thánh,Trịnh Hoàng Hải,3,,
2756,Dấu Chân Địa Đàng,"Tuấn Hùng, Minh Quân",3,,
2757,Ở Trọ,Trần Lĩnh,3,,
2758,Còn Tuổi Nào Cho Em,Quốc Vĩnh,3,,
2759,Đêm Thấy Ta Là Thác Đổ,Quốc Vĩnh,3,,
2760,Biển Nhớ,Thái Châu,3,,
2761,Ru Em Từng Ngón Xuân Nồng,Hoài Phương,3,,
2762,Ở Trọ,Trịnh Sơn Truyền,3,,
2763,Hạ Trắng,Sỹ Mạnh,3,,
2764,Quỳnh Hương,Quang Linh,3,,
2765,Intro,Hiền Thục,3,,
2766,Lời Mẹ Ru,Nguyễn Thị Kiều Oanh,3,,
2767,Ca Dao Mẹ,Lê An,3,,
2768,Mỗi Ngày Tôi Chọn Một Niềm Vui,Ngô Tấn Kha,3,,
2769,Chiếc Lá Thu Phai,Quang Julie,3,,
2770,Tuổi Đá Buồn,Minh Phương (NSƯT),3,,
2771,Dấu Chân Địa Đàng,Thu Đặng,3,,
2772,Để Gió Cuốn Đi,Anh Tuấn,3,,
2773,Ru Ta Ngậm Ngùi,Thanh Thủy,3,,
2774,Chiều Trên Quê Hương Tôi,Hiền Thục,3,,
2775,Môi Hồng Đào,Hồng Mơ,3,,
2776,Diễm Xưa,Hoàng Thiên Khánh,3,,
2777,Dấu chân địa đàng,Trịnh Sơn Truyền,3,,
2778,Tình Nhớ,Phi Khanh,3,,
2779,Nếu Có Yêu Tôi,Nguyễn Tiến Dũng,3,,
2780,Bài Không Tên Cuối Cùng,"Nguyễn Hồng Nhung, Lâm Nhật Tiến",3,,
2781,Vợ Thằng Đậu,"Vũ Luân, Tú Sương",3,,
2782,Một Cõi Đi Về,Trần Lĩnh,3,,
2783,Biết đâu nguồn cội,"Thái Hòa, Ca đoàn DS, Thủy Tiên (Trịnh)",3,,
2784,Con Mắt Còn Lại,Trường Dương,3,,
2785,Ru Ta Ngậm Ngùi,Thiên Kim,3,,
2786,Rừng Xưa Đã Khép,Hồng Mơ,3,,
2787,Vết Lăn Trầm,Trịnh Sơn Truyền,3,,
2788,Đường Xa Vạn Dặm,Thanh Lam (NSƯT),3,,
2789,Mỗi Ngày Tôi Chọn Một Niềm Vui,My Carol,3,,
2790,Ướt Mi,Đình Nguyên,3,,
2791,Nhìn Những Mùa Thu Đi,Đình Nguyên,3,,
2792,Phôi Pha,Instrumental,3,,
2793,Dòng Sông Đã Qua Đời,Quang Julie,3,,
2794,Ru Đời Đi Nhé,Nguyễn Toàn,3,,
2795,Rừng Xưa Đã Khép,"Thanh Lam (NSƯT), Phương Thanh",3,,
2796,Tôi Ơi Đừng Tuyệt Vọng,Đang Cập Nhật,3,,
2797,Cát Bụi Tình Xa,Thu Hà,3,,
2798,Một Cõi Đi Về,Trung Dũng,3,,
2799,Ru Đời Đi Nhé,Hồng Mơ,3,,
2800,Hoa vàng mấy độ,Trịnh Sơn Truyền,3,,
2801,Ru Tình,Ngọc Quỳnh,3,,
2802,Hạ Trắng,Nguyễn Hồng Nhung,3,,
2803,Biển Nhớ,Thanh Lam (NSƯT),3,,
2804,Hạ Trắng (Version 1),Lệ Thu,3,,
2805,Hãy yêu nhau đi,Nguyệt Ca,3,,
2806,Ru Ta Ngậm Ngùi,Dzoãn Minh,3,,
2807,Diễm Xưa,"Thái Hòa, Jennifer Thomas",3,,
2808,Biển Nhớ,Mỹ Hạnh,3,,
2809,Lệ Đá,"Diễm Liên, Nguyên Khang",3,,
2810,Thương Một Người,Phương Thảo,3,,
2811,Con Mắt Còn Lại,"Đức Tuấn, Vựa Lúa",3,,
2812,Ở Trọ,Thế Chính,3,,
2813,Hoa Vàng Mấy Độ,Tấn Sơn,3,,
2814,Tôi Ru Em Ngủ & Lời Buồn Thánh,"Đức Tuấn, Hợp Xướng",3,,
2815,Tiến Thoái Lưỡng Nan,Hồng Mơ,3,,
2816,Rồi Như Đá Ngây Ngô,Hồng Mơ,3,,
2817,Chiều Một Mình Qua Phố,Khôi Minh,3,,
2818,Ru Tình,Thanh Long Bass,3,,
2819,Ru Ta Ngậm Ngùi,Toàn Nguyễn,3,,
2820,Biển Nhớ (The Voice Kids Viet Nam 2013),Vũ Song Vũ,3,,
2821,Em Ở Nông Trường Anh Ra Biên Giới,Phương Thanh,3,,
2822,LK Trịnh Công Sơn,V.A,3,,
2823,Xin Trả Nợ Người,Trịnh Hoàng Hải,3,,
2824,Cát Bụi,Trịnh Hoàng Hải,3,,
2825,Về Trong Suối Nguồn,Hiền Thục,3,,
2826,Hãy Yêu Nhau Đi,Thành Lộc (NSƯT),3,,
,,,,,
